ENTIDAD,DISTRITO,grupo_parlamentario,VOTOS,coalicion,tipo_eleccion
CIUDAD DE MEXICO,6,MORENA,137719.84362618116,,MR
CIUDAD DE MEXICO,7,MORENA,131572.52416891305,,MR
CIUDAD DE MEXICO,8,MORENA,158129.82476907302,,MR
CIUDAD DE MEXICO,9,PAN,165118.2494824798,,MR
CIUDAD DE MEXICO,10,MORENA,142145.32040677068,,MR
CIUDAD DE MEXICO,11,PAN,132994.65180569096,,MR
CIUDAD DE MEXICO,12,MORENA,131076.8743973158,,MR
DURANGO,1,MORENA,42639.28248221331,,MR
DURANGO,2,MORENA,48992.74276331086,,MR
DURANGO,3,MORENA,54907.641856544986,,MR
DURANGO,4,MORENA,42031.332897930835,,MR
GUANAJUATO,1,PAN,118193.17753322033,,MR
GUANAJUATO,2,PAN,86943.58946221782,,MR
GUANAJUATO,3,PAN,127544.95560206847,,MR
GUANAJUATO,4,PAN,80134.0116153613,,MR
GUANAJUATO,5,PAN,75878.45466106596,,MR
GUANAJUATO,6,PAN,73963.28948035612,,MR
GUANAJUATO,7,PAN,83805.52965208275,,MR
GUANAJUATO,8,PAN,122147.72784956665,,MR
GUANAJUATO,9,PAN,83389.2641440606,,MR
GUERRERO,1,MORENA,113420.9249051805,,MR
GUERRERO,2,MORENA,91452.30776548288,,MR
GUERRERO,3,MORENA,80665.62216121075,,MR
GUERRERO,4,MORENA,84992.75411417335,,MR
GUERRERO,5,MORENA,117697.31372189091,,MR
GUERRERO,6,MORENA,98854.07733206163,,MR
HIDALGO,1,MORENA,110865.80330014734,,MR
HIDALGO,2,MORENA,81921.18613421997,,MR
HIDALGO,3,MORENA,97671.78067354855,,MR
HIDALGO,4,MORENA,81556.62912579461,,MR
HIDALGO,5,MORENA,83840.60076628951,,MR
JALISCO,1,MC,104615.20488469301,,MR
JALISCO,2,MC,83957.71162588365,,MR
JALISCO,3,MC,97299.76639327974,,MR
JALISCO,4,MC,86581.21896336322,,MR
JALISCO,5,MC,67352.06228235156,,MR
JALISCO,6,MC,81458.69340470484,,MR
JALISCO,7,MC,85643.61847682748,,MR
JALISCO,8,MC,79107.47978307582,,MR
JALISCO,9,MC,77334.13735735741,,MR
JALISCO,10,MC,82348.39531876266,,MR
JALISCO,11,MC,104307.71150970062,,MR
MEXICO,1,MORENA,92259.16426452766,,MR
MEXICO,2,MORENA,131720.3493834387,,MR
MEXICO,3,MORENA,107546.15751224768,,MR
MEXICO,4,MORENA,136474.51409927296,,MR
MEXICO,5,MORENA,128606.672155194,,MR
MEXICO,6,MORENA,125271.15361941436,,MR
MEXICO,7,MORENA,119630.71378168199,,MR
MEXICO,8,MORENA,116849.36212816014,,MR
MEXICO,9,MORENA,109234.71102919604,,MR
MEXICO,10,MORENA,105392.96206372534,,MR
MEXICO,11,MORENA,143303.42877599038,,MR
MEXICO,12,MORENA,127252.51370680548,,MR
MEXICO,13,MORENA,106704.76415504697,,MR
MEXICO,14,MORENA,124892.38131605276,,MR
MEXICO,15,MORENA,122807.43159105741,,MR
MEXICO,16,MORENA,109132.97252503398,,MR
MEXICO,17,MORENA,109466.31624788156,,MR
MEXICO,18,MORENA,125152.29763839806,,MR
MEXICO,19,MORENA,125675.45173248404,,MR
MEXICO,20,MORENA,132010.68227439048,,MR
MICHOACAN,1,MORENA,71157.31636113867,,MR
MICHOACAN,2,MORENA,70058.2938494574,,MR
MICHOACAN,3,MORENA,85081.09261559324,,MR
MICHOACAN,4,MORENA,80058.61362355576,,MR
MICHOACAN,5,MORENA,76095.56436736436,,MR
MICHOACAN,6,MORENA,80490.64876421809,,MR
MICHOACAN,7,MORENA,79083.47041867248,,MR
MORELOS,1,MORENA,63414.54374772661,,MR
MORELOS,2,MORENA,61982.206269073184,,MR
MORELOS,3,MORENA,64469.17851062419,,MR
MORELOS,4,MORENA,61737.071472576026,,MR
NAYARIT,1,MORENA,60813.47682119205,,MR
NAYARIT,2,MORENA,57639.711602631556,,MR
NAYARIT,3,MORENA,59679.81157617639,,MR
NUEVO LEON,1,PRI,87493.00626883718,,MR
NUEVO LEON,2,PAN,106603.1153419404,,MR
NUEVO LEON,3,PRI,76979.1287525231,,MR
NUEVO LEON,4,PRI,95244.38906207241,,MR
NUEVO LEON,5,PRI,81702.67978964045,,MR
NUEVO LEON,6,PAN,134985.061505981,,MR
NUEVO LEON,7,PAN,73238.54237775422,,MR
NUEVO LEON,8,PAN,65227.73870314584,,MR
OAXACA,1,MORENA,152106.71834673244,,MR
OAXACA,2,MORENA,120953.80257602775,,MR
OAXACA,3,MORENA,130737.02744370794,,MR
OAXACA,4,MORENA,122343.90254017718,,MR
OAXACA,5,MORENA,125630.38473518763,,MR
OAXACA,6,MORENA,112423.16435816707,,MR
PUEBLA,1,MORENA,100491.12419092799,,MR
PUEBLA,2,MORENA,100346.79176012249,,MR
PUEBLA,3,MORENA,93342.82764988417,,MR
PUEBLA,4,MORENA,103806.67870482612,,MR
PUEBLA,5,MORENA,91010.35732028948,,MR
PUEBLA,6,MORENA,101941.02312088029,,MR
PUEBLA,7,MORENA,102579.52045669507,,MR
PUEBLA,8,MORENA,91985.25716950074,,MR
PUEBLA,9,MORENA,87709.41962687364,,MR
QUERETARO,1,PAN,61945.12321608041,,MR
QUERETARO,2,PAN,94021.63999160958,,MR
QUERETARO,3,PAN,72795.96244379794,,MR
QUERETARO,4,PAN,97671.93150678332,,MR
QUERETARO,5,PAN,84090.34284172874,,MR
QUINTANA ROO,1,MORENA,33268.14767964184,,MR
QUINTANA ROO,2,MORENA,75930.47386890069,,MR
QUINTANA ROO,3,MORENA,57401.25659076759,,MR
QUINTANA ROO,4,MORENA,70681.12186068986,,MR
SAN LUIS POTOSI,1,PVEM,51797.851820249336,,MR
SAN LUIS POTOSI,2,PVEM,65935.01356112876,,MR
SAN LUIS POTOSI,3,PVEM,63784.65979413757,,MR
SAN LUIS POTOSI,4,PVEM,67502.17245261437,,MR
SAN LUIS POTOSI,5,PVEM,56797.30237186998,,MR
SINALOA,1,MORENA,100896.55496507288,,MR
SINALOA,2,MORENA,99822.9686908841,,MR
SINALOA,3,MORENA,108717.93725755627,,MR
SINALOA,4,MORENA,114218.45639035529,,MR
SINALOA,5,MORENA,103875.08269613145,,MR
SONORA,1,MORENA,79956.51366650488,,MR
SONORA,2,MORENA,81849.1623442278,,MR
SONORA,3,MORENA,79335.41931295258,,MR
SONORA,4,MORENA,82929.25889288558,,MR
SONORA,5,MORENA,79027.64578342912,,MR
TABASCO,1,MORENA,96528.51659455919,,MR
TABASCO,2,MORENA,119583.97519880341,,MR
TABASCO,3,MORENA,106985.51809347501,,MR
TABASCO,4,MORENA,108833.73909034871,,MR
TABASCO,5,MORENA,112946.25102281367,,MR
TAMAULIPAS,1,MORENA,81483.75152901637,,MR
TAMAULIPAS,2,MORENA,96909.39308449929,,MR
TAMAULIPAS,3,MORENA,98884.00027877835,,MR
TAMAULIPAS,4,MORENA,111938.64485680666,,MR
TAMAULIPAS,5,PAN,97984.7718473971,,MR
TAMAULIPAS,6,PAN,101141.70555440558,,MR
TLAXCALA,1,MORENA,71178.76447505743,,MR
TLAXCALA,2,MORENA,83555.26048527003,,MR
TLAXCALA,3,MORENA,75958.97503967254,,MR
VERACRUZ,1,MORENA,134983.31722676774,,MR
VERACRUZ,2,MORENA,128647.3794386229,,MR
VERACRUZ,3,MORENA,122173.20406640519,,MR
VERACRUZ,4,MORENA,122201.0612710123,,MR
VERACRUZ,5,MORENA,150325.75077872313,,MR
VERACRUZ,6,MORENA,124983.95711346748,,MR
VERACRUZ,7,MORENA,121165.37075508364,,MR
VERACRUZ,8,MORENA,144114.9745984053,,MR
VERACRUZ,9,MORENA,111753.44285192924,,MR
VERACRUZ,10,MORENA,125951.14428356437,,MR
VERACRUZ,11,MORENA,124114.3976160187,,MR
YUCATAN,1,PAN,74022.16096536526,,MR
YUCATAN,2,PAN,78050.87871597764,,MR
YUCATAN,3,PAN,77240.09008879283,,MR
YUCATAN,4,PAN,75894.5995826173,,MR
YUCATAN,5,PAN,60283.27064724696,,MR
ZACATECAS,1,MORENA,55158.83841887372,,MR
ZACATECAS,2,MORENA,50442.65414163217,,MR
ZACATECAS,3,MORENA,50582.061863355884,,MR
ZACATECAS,4,MORENA,66768.44557613823,,MR
