ENTIDAD,DISTRITO,assigned_party,assigned_source,postuladores_x,siglado_ppn_x,mr_por_convenio_x,mr_por_afiliacion,winner_by_votes_valid_x,winner_by_votes_raw_x,district_id,mr_raw_assigned_party,mr_raw_reasons,winner_by_votes_raw_y,winner_by_votes_valid_y,siglado_ppn_y,mr_por_convenio_y,postuladores_y
MEXICO,36,MORENA,afiliacion_override,,MORENA,MORENA,MORENA,MORENA,MORENA,MEXICO-36,MORENA,siglado_ppn,MORENA,MORENA,MORENA,MORENA,
MEXICO,37,MORENA,afiliacion_override,,MORENA,MORENA,MORENA,MORENA,MORENA,MEXICO-37,MORENA,siglado_ppn,MORENA,MORENA,MORENA,MORENA,
MEXICO,38,MORENA,votes_valid,,PVEM,,,MORENA,MORENA,MEXICO-38,PRD,siglado_ppn_mismatch_fallback_votes,MORENA,MORENA,PVEM,,
MEXICO,39,MORENA,votes_valid,,PT,,,MORENA,MORENA,MEXICO-39,PRI,siglado_ppn_mismatch_fallback_votes,MORENA,MORENA,PT,,
MEXICO,40,MORENA,votes_valid,,PVEM,,,MORENA,MORENA,MEXICO-40,PAN,siglado_ppn_mismatch_fallback_votes,MORENA,MORENA,PVEM,,
MICHOACAN,1,MORENA,votes_valid,,PRI,,,MORENA,MORENA,MICHOACAN-1,PRI,siglado_ppn,MORENA,MORENA,PRI,,
MICHOACAN,2,MORENA,votes_valid,,PRD,,,MORENA,MORENA,MICHOACAN-2,PRD,siglado_ppn,MORENA,MORENA,PRD,,
MICHOACAN,3,MORENA,votes_valid,,PT,,,MORENA,MORENA,MICHOACAN-3,PRD,siglado_ppn_mismatch_fallback_votes,MORENA,MORENA,PT,,
MICHOACAN,4,MORENA,afiliacion_override,,MORENA,MORENA,MORENA,MORENA,MORENA,MICHOACAN-4,MORENA,siglado_ppn,MORENA,MORENA,MORENA,MORENA,
MICHOACAN,5,MORENA,afiliacion_override,,MORENA,MORENA,MORENA,MORENA,MORENA,MICHOACAN-5,MORENA,siglado_ppn,MORENA,MORENA,MORENA,MORENA,
MICHOACAN,6,MORENA,votes_valid,,PT,,,MORENA,MORENA,MICHOACAN-6,PRI,siglado_ppn_mismatch_fallback_votes,MORENA,MORENA,PT,,
MICHOACAN,7,MORENA,afiliacion_override,,MORENA,MORENA,MORENA,MORENA,MORENA,MICHOACAN-7,MORENA,siglado_ppn,MORENA,MORENA,MORENA,MORENA,
MICHOACAN,8,MORENA,votes_valid,,PVEM,,,MORENA,MORENA,MICHOACAN-8,PRI,siglado_ppn_mismatch_fallback_votes,MORENA,MORENA,PVEM,,
MICHOACAN,9,MORENA,votes_valid,,PVEM,,,MORENA,MORENA,MICHOACAN-9,PAN,siglado_ppn_mismatch_fallback_votes,MORENA,MORENA,PVEM,,
MICHOACAN,10,PAN,votes_valid,,MORENA,,,PAN,PAN,MICHOACAN-10,,,PAN,PAN,MORENA,,
MICHOACAN,11,MORENA,votes_valid,,PT,,,MORENA,MORENA,MICHOACAN-11,PRD,siglado_ppn_mismatch_fallback_votes,MORENA,MORENA,PT,,
MORELOS,1,MORENA,afiliacion_override,,MORENA,MORENA,MORENA,MORENA,MORENA,MORELOS-1,MORENA,siglado_ppn,MORENA,MORENA,MORENA,MORENA,
MORELOS,2,MORENA,afiliacion_override,,MORENA,MORENA,MORENA,MORENA,MORENA,MORELOS-2,MORENA,siglado_ppn,MORENA,MORENA,MORENA,MORENA,
MORELOS,3,MORENA,votes_valid,,PVEM,,,MORENA,MORENA,MORELOS-3,PRD,siglado_ppn_mismatch_fallback_votes,MORENA,MORENA,PVEM,,
MORELOS,4,MORENA,afiliacion_override,,MORENA,MORENA,MORENA,MORENA,MORENA,MORELOS-4,MORENA,siglado_ppn,MORENA,MORENA,MORENA,MORENA,
MORELOS,5,MORENA,afiliacion_override,,MORENA,MORENA,MORENA,MORENA,MORENA,MORELOS-5,MORENA,siglado_ppn,MORENA,MORENA,MORENA,MORENA,
NAYARIT,1,MORENA,afiliacion_override,,MORENA,MORENA,MORENA,MORENA,MORENA,NAYARIT-1,MORENA,siglado_ppn,MORENA,MORENA,MORENA,MORENA,
NAYARIT,2,MORENA,afiliacion_override,,MORENA,MORENA,MORENA,MORENA,MORENA,NAYARIT-2,MORENA,siglado_ppn,MORENA,MORENA,MORENA,MORENA,
NAYARIT,3,MORENA,votes_valid,,PT,,,MORENA,MORENA,NAYARIT-3,PAN,siglado_ppn_mismatch_fallback_votes,MORENA,MORENA,PT,,
NUEVO LEON,1,PAN,votes_valid,,PVEM,,,PAN,PAN,NUEVO LEON-1,,,PAN,PAN,PVEM,,
NUEVO LEON,2,MORENA,afiliacion_override,,MORENA,MORENA,MORENA,MORENA,MORENA,NUEVO LEON-2,,,MORENA,MORENA,MORENA,MORENA,
NUEVO LEON,3,MORENA,votes_valid,,PT,,,MORENA,MORENA,NUEVO LEON-3,PAN,siglado_ppn_mismatch_fallback_votes,MORENA,MORENA,PT,,
NUEVO LEON,4,PAN,votes_valid,,MORENA,,,PAN,PAN,NUEVO LEON-4,,,PAN,PAN,MORENA,,
NUEVO LEON,5,MC,votes_valid,,PT,,,MC,MC,NUEVO LEON-5,PRI,siglado_ppn_mismatch_fallback_votes,MC,MC,PT,,
NUEVO LEON,6,PAN,votes_valid,,PT,,,PAN,PAN,NUEVO LEON-6,,,PAN,PAN,PT,,
NUEVO LEON,7,MC,votes_valid,,PVEM,,,MC,MC,NUEVO LEON-7,PRD,siglado_ppn_mismatch_fallback_votes,MC,MC,PVEM,,
NUEVO LEON,8,MORENA,afiliacion_override,,MORENA,MORENA,MORENA,MORENA,MORENA,NUEVO LEON-8,MORENA,siglado_ppn,MORENA,MORENA,MORENA,MORENA,
NUEVO LEON,9,PRI,votes_valid,,PT,,,PRI,PRI,NUEVO LEON-9,,,PRI,PRI,PT,,
NUEVO LEON,10,PAN,votes_valid,,MORENA,,,PAN,PAN,NUEVO LEON-10,,,PAN,PAN,MORENA,,
NUEVO LEON,11,MORENA,afiliacion_override,,MORENA,MORENA,MORENA,MORENA,MORENA,NUEVO LEON-11,,,MORENA,MORENA,MORENA,MORENA,
NUEVO LEON,12,MC,votes_valid,,PVEM,,,MC,MC,NUEVO LEON-12,PRI,siglado_ppn_mismatch_fallback_votes,MC,MC,PVEM,,
NUEVO LEON,13,MC,votes_valid,,PVEM,,,MC,MC,NUEVO LEON-13,PAN,siglado_ppn_mismatch_fallback_votes,MC,MC,PVEM,,
NUEVO LEON,14,MORENA,votes_valid,,PT,,,MORENA,MORENA,NUEVO LEON-14,PAN,siglado_ppn_mismatch_fallback_votes,MORENA,MORENA,PT,,
OAXACA,1,MORENA,afiliacion_override,,MORENA,MORENA,MORENA,MORENA,MORENA,OAXACA-1,MORENA,siglado_ppn,MORENA,MORENA,MORENA,MORENA,
OAXACA,2,MORENA,afiliacion_override,,MORENA,MORENA,MORENA,MORENA,MORENA,OAXACA-2,MORENA,siglado_ppn,MORENA,MORENA,MORENA,MORENA,
OAXACA,3,MORENA,votes_valid,,PT,,,MORENA,MORENA,OAXACA-3,PAN,siglado_ppn_mismatch_fallback_votes,MORENA,MORENA,PT,,
OAXACA,4,MORENA,votes_valid,,PRI,,,MORENA,MORENA,OAXACA-4,PRI,siglado_ppn,MORENA,MORENA,PRI,,
OAXACA,5,MORENA,votes_valid,,PAN,,,MORENA,MORENA,OAXACA-5,PAN,siglado_ppn,MORENA,MORENA,PAN,,
OAXACA,6,MORENA,votes_valid,,PT,,,MORENA,MORENA,OAXACA-6,PRI,siglado_ppn_mismatch_fallback_votes,MORENA,MORENA,PT,,
OAXACA,7,MORENA,votes_valid,,PVEM,,,MORENA,MORENA,OAXACA-7,PRI,siglado_ppn_mismatch_fallback_votes,MORENA,MORENA,PVEM,,
OAXACA,8,MORENA,votes_valid,,PVEM,,,MORENA,MORENA,OAXACA-8,PRI,siglado_ppn_mismatch_fallback_votes,MORENA,MORENA,PVEM,,
OAXACA,9,MORENA,votes_valid,,PVEM,,,MORENA,MORENA,OAXACA-9,PRD,siglado_ppn_mismatch_fallback_votes,MORENA,MORENA,PVEM,,
OAXACA,10,MORENA,votes_valid,,PAN,,,MORENA,MORENA,OAXACA-10,PAN,siglado_ppn,MORENA,MORENA,PAN,,
PUEBLA,1,MORENA,afiliacion_override,,MORENA,MORENA,MORENA,MORENA,MORENA,PUEBLA-1,MORENA,siglado_ppn,MORENA,MORENA,MORENA,MORENA,
PUEBLA,2,MORENA,votes_valid,,PVEM,,,MORENA,MORENA,PUEBLA-2,PRI,siglado_ppn_mismatch_fallback_votes,MORENA,MORENA,PVEM,,
PUEBLA,3,MORENA,afiliacion_override,,MORENA,MORENA,MORENA,MORENA,MORENA,PUEBLA-3,MORENA,siglado_ppn,MORENA,MORENA,MORENA,MORENA,
PUEBLA,4,MORENA,afiliacion_override,,MORENA,MORENA,MORENA,MORENA,MORENA,PUEBLA-4,MORENA,siglado_ppn,MORENA,MORENA,MORENA,MORENA,
PUEBLA,5,MORENA,afiliacion_override,,MORENA,MORENA,MORENA,MORENA,MORENA,PUEBLA-5,MORENA,siglado_ppn,MORENA,MORENA,MORENA,MORENA,
PUEBLA,6,MORENA,afiliacion_override,,MORENA,MORENA,MORENA,MORENA,MORENA,PUEBLA-6,MORENA,siglado_ppn,MORENA,MORENA,MORENA,MORENA,
PUEBLA,7,MORENA,afiliacion_override,,MORENA,MORENA,MORENA,MORENA,MORENA,PUEBLA-7,MORENA,siglado_ppn,MORENA,MORENA,MORENA,MORENA,
PUEBLA,8,MORENA,afiliacion_override,,MORENA,MORENA,MORENA,MORENA,MORENA,PUEBLA-8,MORENA,siglado_ppn,MORENA,MORENA,MORENA,MORENA,
PUEBLA,9,MORENA,votes_valid,,PVEM,,,MORENA,MORENA,PUEBLA-9,PAN,siglado_ppn_mismatch_fallback_votes,MORENA,MORENA,PVEM,,
PUEBLA,10,MORENA,afiliacion_override,,MORENA,MORENA,MORENA,MORENA,MORENA,PUEBLA-10,MORENA,siglado_ppn,MORENA,MORENA,MORENA,MORENA,
PUEBLA,11,MORENA,votes_valid,,PT,,,MORENA,MORENA,PUEBLA-11,PRI,siglado_ppn_mismatch_fallback_votes,MORENA,MORENA,PT,,
PUEBLA,12,MORENA,votes_valid,,PT,,,MORENA,MORENA,PUEBLA-12,PAN,siglado_ppn_mismatch_fallback_votes,MORENA,MORENA,PT,,
PUEBLA,13,MORENA,afiliacion_override,,MORENA,MORENA,MORENA,MORENA,MORENA,PUEBLA-13,MORENA,siglado_ppn,MORENA,MORENA,MORENA,MORENA,
PUEBLA,14,MORENA,afiliacion_override,,MORENA,MORENA,MORENA,MORENA,MORENA,PUEBLA-14,MORENA,siglado_ppn,MORENA,MORENA,MORENA,MORENA,
PUEBLA,15,MORENA,afiliacion_override,,MORENA,MORENA,MORENA,MORENA,MORENA,PUEBLA-15,MORENA,siglado_ppn,MORENA,MORENA,MORENA,MORENA,
PUEBLA,16,MORENA,votes_valid,,PVEM,,,MORENA,MORENA,PUEBLA-16,PRD,siglado_ppn_mismatch_fallback_votes,MORENA,MORENA,PVEM,,
QUERETARO,1,MORENA,afiliacion_override,,MORENA,MORENA,MORENA,MORENA,MORENA,QUERETARO-1,MORENA,siglado_ppn,MORENA,MORENA,MORENA,MORENA,
QUERETARO,2,MORENA,votes_valid,,PVEM,,,MORENA,MORENA,QUERETARO-2,PAN,siglado_ppn_mismatch_fallback_votes,MORENA,MORENA,PVEM,,
QUERETARO,3,PAN,afiliacion_override,,PAN,PAN,PAN,PAN,PAN,QUERETARO-3,,,PAN,PAN,PAN,PAN,
QUERETARO,4,PAN,afiliacion_override,,PAN,PAN,PAN,PAN,PAN,QUERETARO-4,,,PAN,PAN,PAN,PAN,
QUERETARO,5,PAN,votes_valid,,MORENA,,,PAN,PAN,QUERETARO-5,,,PAN,PAN,MORENA,,
QUERETARO,6,MORENA,afiliacion_override,,MORENA,MORENA,MORENA,MORENA,MORENA,QUERETARO-6,MORENA,siglado_ppn,MORENA,MORENA,MORENA,MORENA,
QUINTANA ROO,1,MORENA,votes_valid,,PVEM,,,MORENA,MORENA,QUINTANA ROO-1,PRD,siglado_ppn_mismatch_fallback_votes,MORENA,MORENA,PVEM,,
QUINTANA ROO,2,MORENA,afiliacion_override,,MORENA,MORENA,MORENA,MORENA,MORENA,QUINTANA ROO-2,MORENA,siglado_ppn,MORENA,MORENA,MORENA,MORENA,
QUINTANA ROO,3,MORENA,votes_valid,,PRI,,,MORENA,MORENA,QUINTANA ROO-3,PRI,siglado_ppn,MORENA,MORENA,PRI,,
QUINTANA ROO,4,MORENA,afiliacion_override,,MORENA,MORENA,MORENA,MORENA,MORENA,QUINTANA ROO-4,MORENA,siglado_ppn,MORENA,MORENA,MORENA,MORENA,
SAN LUIS POTOSI,1,PVEM,votes_valid,,MORENA,,,PVEM,PVEM,SAN LUIS POTOSI-1,MORENA,siglado_ppn,PVEM,PVEM,MORENA,,
SAN LUIS POTOSI,2,PVEM,afiliacion_override,,PVEM,PVEM,PVEM,PVEM,PVEM,SAN LUIS POTOSI-2,PRD,siglado_ppn_mismatch_fallback_votes,PVEM,PVEM,PVEM,PVEM,
SAN LUIS POTOSI,3,PVEM,afiliacion_override,,PVEM,PVEM,PVEM,PVEM,PVEM,SAN LUIS POTOSI-3,PRI,siglado_ppn_mismatch_fallback_votes,PVEM,PVEM,PVEM,PVEM,
SAN LUIS POTOSI,4,MORENA,afiliacion_override,,MORENA,MORENA,MORENA,MORENA,MORENA,SAN LUIS POTOSI-4,MORENA,siglado_ppn,MORENA,MORENA,MORENA,MORENA,
SAN LUIS POTOSI,5,PAN,votes_valid,,PVEM,,,PAN,PAN,SAN LUIS POTOSI-5,,,PAN,PAN,PVEM,,
SAN LUIS POTOSI,6,PVEM,afiliacion_override,,PVEM,PVEM,PVEM,PVEM,PVEM,SAN LUIS POTOSI-6,PRI,siglado_ppn_mismatch_fallback_votes,PVEM,PVEM,PVEM,PVEM,
SAN LUIS POTOSI,7,PVEM,votes_valid,,MORENA,,,PVEM,PVEM,SAN LUIS POTOSI-7,MORENA,siglado_ppn,PVEM,PVEM,MORENA,,
SINALOA,1,MORENA,votes_valid,,PVEM,,,MORENA,MORENA,SINALOA-1,PAN,siglado_ppn_mismatch_fallback_votes,MORENA,MORENA,PVEM,,
SINALOA,2,MORENA,votes_valid,,PAN,,,MORENA,MORENA,SINALOA-2,PAN,siglado_ppn,MORENA,MORENA,PAN,,
SINALOA,3,MORENA,votes_valid,,PT,,,MORENA,MORENA,SINALOA-3,PRI,siglado_ppn_mismatch_fallback_votes,MORENA,MORENA,PT,,
SINALOA,4,MORENA,votes_valid,,PVEM,,,MORENA,MORENA,SINALOA-4,PRD,siglado_ppn_mismatch_fallback_votes,MORENA,MORENA,PVEM,,
SINALOA,5,MORENA,afiliacion_override,,MORENA,MORENA,MORENA,MORENA,MORENA,SINALOA-5,MORENA,siglado_ppn,MORENA,MORENA,MORENA,MORENA,
SINALOA,6,MORENA,votes_valid,,PRI,,,MORENA,MORENA,SINALOA-6,PRI,siglado_ppn,MORENA,MORENA,PRI,,
SINALOA,7,MORENA,afiliacion_override,,MORENA,MORENA,MORENA,MORENA,MORENA,SINALOA-7,MORENA,siglado_ppn,MORENA,MORENA,MORENA,MORENA,
SONORA,1,MORENA,afiliacion_override,,MORENA,MORENA,MORENA,MORENA,MORENA,SONORA-1,MORENA,siglado_ppn,MORENA,MORENA,MORENA,MORENA,
SONORA,2,MORENA,afiliacion_override,,MORENA,MORENA,MORENA,MORENA,MORENA,SONORA-2,MORENA,siglado_ppn,MORENA,MORENA,MORENA,MORENA,
SONORA,3,MORENA,votes_valid,,PT,,,MORENA,MORENA,SONORA-3,PAN,siglado_ppn_mismatch_fallback_votes,MORENA,MORENA,PT,,
SONORA,4,MORENA,votes_valid,,PT,,,MORENA,MORENA,SONORA-4,PRD,siglado_ppn_mismatch_fallback_votes,MORENA,MORENA,PT,,
SONORA,5,MORENA,afiliacion_override,,MORENA,MORENA,MORENA,MORENA,MORENA,SONORA-5,MORENA,siglado_ppn,MORENA,MORENA,MORENA,MORENA,
SONORA,6,MORENA,votes_valid,,PVEM,,,MORENA,MORENA,SONORA-6,PAN,siglado_ppn_mismatch_fallback_votes,MORENA,MORENA,PVEM,,
SONORA,7,MORENA,afiliacion_override,,MORENA,MORENA,MORENA,MORENA,MORENA,SONORA-7,MORENA,siglado_ppn,MORENA,MORENA,MORENA,MORENA,
TABASCO,1,MORENA,votes_valid,,PRD,,,MORENA,MORENA,TABASCO-1,PRD,siglado_ppn,MORENA,MORENA,PRD,,
TABASCO,2,MORENA,votes_valid,,PRD,,,MORENA,MORENA,TABASCO-2,PRD,siglado_ppn,MORENA,MORENA,PRD,,
TABASCO,3,MORENA,votes_valid,,PRD,,,MORENA,MORENA,TABASCO-3,PRD,siglado_ppn,MORENA,MORENA,PRD,,
TABASCO,4,MORENA,votes_valid,,PRI,,,MORENA,MORENA,TABASCO-4,PRI,siglado_ppn,MORENA,MORENA,PRI,,
TABASCO,5,MORENA,votes_valid,,PRD,,,MORENA,MORENA,TABASCO-5,PRD,siglado_ppn,MORENA,MORENA,PRD,,
TABASCO,6,MORENA,votes_valid,,PRI,,,MORENA,MORENA,TABASCO-6,PRI,siglado_ppn,MORENA,MORENA,PRI,,
TAMAULIPAS,1,MORENA,votes_valid,,PVEM,,,MORENA,MORENA,TAMAULIPAS-1,PAN,siglado_ppn_mismatch_fallback_votes,MORENA,MORENA,PVEM,,
TAMAULIPAS,2,MORENA,afiliacion_override,,MORENA,MORENA,MORENA,MORENA,MORENA,TAMAULIPAS-2,MORENA,siglado_ppn,MORENA,MORENA,MORENA,MORENA,
TAMAULIPAS,3,MORENA,votes_valid,,PVEM,,,MORENA,MORENA,TAMAULIPAS-3,PRI,siglado_ppn_mismatch_fallback_votes,MORENA,MORENA,PVEM,,
TAMAULIPAS,4,MORENA,votes_valid,,PVEM,,,MORENA,MORENA,TAMAULIPAS-4,PRD,siglado_ppn_mismatch_fallback_votes,MORENA,MORENA,PVEM,,
TAMAULIPAS,5,MORENA,votes_valid,,PVEM,,,MORENA,MORENA,TAMAULIPAS-5,PRI,siglado_ppn_mismatch_fallback_votes,MORENA,MORENA,PVEM,,
TAMAULIPAS,6,MORENA,afiliacion_override,,MORENA,MORENA,MORENA,MORENA,MORENA,TAMAULIPAS-6,MORENA,siglado_ppn,MORENA,MORENA,MORENA,MORENA,
TAMAULIPAS,7,MORENA,afiliacion_override,,MORENA,MORENA,MORENA,MORENA,MORENA,TAMAULIPAS-7,MORENA,siglado_ppn,MORENA,MORENA,MORENA,MORENA,
TAMAULIPAS,8,PAN,votes_valid,,PT,,,PAN,PAN,TAMAULIPAS-8,,,PAN,PAN,PT,,
TLAXCALA,1,MORENA,votes_valid,,PT,,,MORENA,MORENA,TLAXCALA-1,PAN,siglado_ppn_mismatch_fallback_votes,MORENA,MORENA,PT,,
TLAXCALA,2,MORENA,votes_valid,,PVEM,,,MORENA,MORENA,TLAXCALA-2,PRI,siglado_ppn_mismatch_fallback_votes,MORENA,MORENA,PVEM,,
TLAXCALA,3,MORENA,votes_valid,,PT,,,MORENA,MORENA,TLAXCALA-3,PRD,siglado_ppn_mismatch_fallback_votes,MORENA,MORENA,PT,,
VERACRUZ,1,MORENA,votes_valid,,PVEM,,,MORENA,MORENA,VERACRUZ-1,PAN,siglado_ppn_mismatch_fallback_votes,MORENA,MORENA,PVEM,,
VERACRUZ,2,MORENA,votes_valid,,PVEM,,,MORENA,MORENA,VERACRUZ-2,PRD,siglado_ppn_mismatch_fallback_votes,MORENA,MORENA,PVEM,,
VERACRUZ,3,MORENA,votes_valid,,PVEM,,,MORENA,MORENA,VERACRUZ-3,PRI,siglado_ppn_mismatch_fallback_votes,MORENA,MORENA,PVEM,,
VERACRUZ,4,PAN,votes_valid,,MORENA,,,PAN,PAN,VERACRUZ-4,,,PAN,PAN,MORENA,,
VERACRUZ,5,MORENA,afiliacion_override,,MORENA,MORENA,MORENA,MORENA,MORENA,VERACRUZ-5,MORENA,siglado_ppn,MORENA,MORENA,MORENA,MORENA,
VERACRUZ,6,MORENA,afiliacion_override,,MORENA,MORENA,MORENA,MORENA,MORENA,VERACRUZ-6,MORENA,siglado_ppn,MORENA,MORENA,MORENA,MORENA,
VERACRUZ,7,MORENA,afiliacion_override,,MORENA,MORENA,MORENA,MORENA,MORENA,VERACRUZ-7,MORENA,siglado_ppn,MORENA,MORENA,MORENA,MORENA,
VERACRUZ,8,MORENA,votes_valid,,PAN,,,MORENA,MORENA,VERACRUZ-8,PAN,siglado_ppn,MORENA,MORENA,PAN,,
VERACRUZ,9,MORENA,votes_valid,,PT,,,MORENA,MORENA,VERACRUZ-9,PRI,siglado_ppn_mismatch_fallback_votes,MORENA,MORENA,PT,,
VERACRUZ,10,MORENA,afiliacion_override,,MORENA,MORENA,MORENA,MORENA,MORENA,VERACRUZ-10,MORENA,siglado_ppn,MORENA,MORENA,MORENA,MORENA,
VERACRUZ,11,MORENA,afiliacion_override,,MORENA,MORENA,MORENA,MORENA,MORENA,VERACRUZ-11,MORENA,siglado_ppn,MORENA,MORENA,MORENA,MORENA,
VERACRUZ,12,MORENA,afiliacion_override,,MORENA,MORENA,MORENA,MORENA,MORENA,VERACRUZ-12,MORENA,siglado_ppn,MORENA,MORENA,MORENA,MORENA,
VERACRUZ,13,MORENA,votes_valid,,PVEM,,,MORENA,MORENA,VERACRUZ-13,PAN,siglado_ppn_mismatch_fallback_votes,MORENA,MORENA,PVEM,,
VERACRUZ,14,MORENA,afiliacion_override,,MORENA,MORENA,MORENA,MORENA,MORENA,VERACRUZ-14,MORENA,siglado_ppn,MORENA,MORENA,MORENA,MORENA,
VERACRUZ,15,MORENA,afiliacion_override,,MORENA,MORENA,MORENA,MORENA,MORENA,VERACRUZ-15,MORENA,siglado_ppn,MORENA,MORENA,MORENA,MORENA,
VERACRUZ,16,MORENA,afiliacion_override,,MORENA,MORENA,MORENA,MORENA,MORENA,VERACRUZ-16,MORENA,siglado_ppn,MORENA,MORENA,MORENA,MORENA,
VERACRUZ,17,MORENA,afiliacion_override,,MORENA,MORENA,MORENA,MORENA,MORENA,VERACRUZ-17,MORENA,siglado_ppn,MORENA,MORENA,MORENA,MORENA,
VERACRUZ,18,MORENA,votes_valid,,PVEM,,,MORENA,MORENA,VERACRUZ-18,PRD,siglado_ppn_mismatch_fallback_votes,MORENA,MORENA,PVEM,,
VERACRUZ,19,MORENA,afiliacion_override,,MORENA,MORENA,MORENA,MORENA,MORENA,VERACRUZ-19,MORENA,siglado_ppn,MORENA,MORENA,MORENA,MORENA,
YUCATAN,1,MORENA,afiliacion_override,,MORENA,MORENA,MORENA,MORENA,MORENA,YUCATAN-1,MORENA,siglado_ppn,MORENA,MORENA,MORENA,MORENA,
YUCATAN,2,MORENA,votes_valid,,PVEM,,,MORENA,MORENA,YUCATAN-2,PAN,siglado_ppn_mismatch_fallback_votes,MORENA,MORENA,PVEM,,
YUCATAN,3,MORENA,afiliacion_override,,MORENA,MORENA,MORENA,MORENA,MORENA,YUCATAN-3,MORENA,siglado_ppn,MORENA,MORENA,MORENA,MORENA,
YUCATAN,4,PAN,votes_valid,,MORENA,,,PAN,PAN,YUCATAN-4,,,PAN,PAN,MORENA,,
YUCATAN,5,MORENA,votes_valid,,PVEM,,,MORENA,MORENA,YUCATAN-5,PRI,siglado_ppn_mismatch_fallback_votes,MORENA,MORENA,PVEM,,
YUCATAN,6,MORENA,afiliacion_override,,MORENA,MORENA,MORENA,MORENA,MORENA,YUCATAN-6,MORENA,siglado_ppn,MORENA,MORENA,MORENA,MORENA,
ZACATECAS,1,MORENA,afiliacion_override,,MORENA,MORENA,MORENA,MORENA,MORENA,ZACATECAS-1,MORENA,siglado_ppn,MORENA,MORENA,MORENA,MORENA,
ZACATECAS,2,MORENA,votes_valid,,PVEM,,,MORENA,MORENA,ZACATECAS-2,PAN,siglado_ppn_mismatch_fallback_votes,MORENA,MORENA,PVEM,,
ZACATECAS,3,MORENA,votes_valid,,PT,,,MORENA,MORENA,ZACATECAS-3,PRD,siglado_ppn_mismatch_fallback_votes,MORENA,MORENA,PT,,
ZACATECAS,4,MORENA,votes_valid,,PT,,,MORENA,MORENA,ZACATECAS-4,PRI,siglado_ppn_mismatch_fallback_votes,MORENA,MORENA,PT,,
